maize	scallion	guava	mushroom	cabbage	lentil	olive	raisin	persimmon	caraway	kohlrabi	cauliflower	eggplant	nectarine	okra	clementine	leek	pumpkin	horseradish	basil	spinach	grape	chickpea	strawberry	oregano	ginger	parsley	tomato	mustard	butternut	coconut	huckleberry	type
97	98	3	74	134	51	212	131	101	94	1	222	51	1	98	102	0	170	1	4	0	80	1	2	130	107	27	0	0	1	169	9	4
27	2	211	53	71	62	136	208	1	50	48	59	77	0	1	174	1	119	1	1	287	81	1	1	63	77	61	1	61	0	94	2	2
118	1	0	4	7	60	161	76	3	432	1	177	293	125	0	172	175	72	1	62	0	29	0	341	278	128	72	0	1	3	285	2	1
37	2	0	179	57	37	33	88	4	96	0	185	82	48	1	78	102	181	0	44	4	60	2	155	75	184	71	0	0	0	60	0	1
30	392	0	34	53	122	39	7	39	54	0	139	82	164	277	41	226	122	187	161	0	63	123	29	70	35	53	102	0	60	39	249	13
95	26	1	245	49	99	55	158	133	25	1	16	2	0	130	123	0	149	2	2	1	58	7	2	68	84	52	0	0	1	45	236	4
96	0	1	75	35	128	110	172	0	101	2	197	120	347	0	36	21	143	0	464	0	63	0	81	113	95	65	2	1	1	75	1	1
104	0	2	82	150	48	84	27	2	233	0	64	290	0	0	48	0	51	3	0	1	140	0	6	42	69	164	0	0	2	119	0	0
82	0	0	33	112	333	41	14	2	65	0	42	14	1	0	7	1	235	137	0	0	6	71	0	4	144	71	87	1	387	29	0	8
130	2	4	48	92	213	157	95	0	86	1	21	74	942	4	9	83	279	251	105	1	87	247	397	37	58	234	424	0	541	49	0	9
53	157	0	123	41	8	7	14	94	30	2	142	58	0	346	61	0	278	2	0	6	70	2	0	255	5	50	0	0	0	98	196	4
204	189	0	163	109	102	73	44	134	460	2	202	83	2	109	79	0	48	372	0	0	107	168	1	136	177	35	75	0	163	143	135	12
12	3	2	70	86	97	83	166	2	40	2	351	22	192	0	100	170	247	113	105	2	193	65	325	145	31	153	75	2	240	263	0	9
318	185	1	26	145	151	42	290	148	337	0	44	106	142	189	154	324	229	184	132	5	138	130	121	60	106	65	56	0	219	97	223	13
74	244	1	395	56	44	179	287	348	89	1	21	150	179	24	75	35	32	328	322	2	43	86	26	49	125	47	210	1	90	141	255	13
100	0	122	27	75	193	77	142	1	170	194	67	62	0	0	70	1	79	86	1	505	176	182	0	170	114	196	57	105	63	260	0	10
52	12	80	107	105	175	144	159	152	49	374	136	121	0	181	129	1	159	1	0	202	64	2	0	114	116	36	0	53	0	174	415	6
12	0	1	13	167	293	33	138	0	87	0	110	223	0	1	74	0	166	85	1	3	114	118	5	34	205	30	240	0	56	80	0	8
18	189	231	144	54	53	78	12	245	21	274	43	197	66	502	82	100	1	0	106	119	11	2	234	14	117	94	1	127	1	206	114	7
120	2	204	194	33	14	130	83	0	306	360	20	78	0	0	39	1	46	1	2	354	92	0	0	122	84	51	2	179	1	106	2	2
111	361	32	47	219	314	110	9	177	147	38	15	124	146	136	76	73	27	1	258	337	20	0	245	125	133	60	1	187	0	145	88	7
131	1	0	172	212	72	86	52	1	109	0	58	98	0	0	136	1	111	174	1	0	80	16	0	211	43	179	215	0	60	134	5	8
66	0	141	53	90	45	112	169	0	89	143	117	76	216	0	25	16	192	2	50	212	83	2	198	119	130	91	0	59	0	9	3	3
73	237	5	41	41	72	36	87	248	104	0	71	26	0	51	159	0	268	246	0	1	15	133	1	17	50	98	75	0	236	79	205	12
177	105	2	44	19	54	88	168	58	108	1	67	318	294	195	112	59	20	169	95	0	101	183	67	77	263	87	128	0	94	43	336	13
9	0	3	21	147	70	68	7	0	123	0	61	39	82	2	33	98	220	4	390	1	204	0	52	26	15	130	2	0	2	156	0	1
136	0	0	137	2	157	32	23	1	178	1	133	214	263	3	18	91	9	160	128	0	90	384	529	186	45	131	253	0	77	86	1	9
41	0	616	44	221	65	82	6	0	34	412	242	26	2	0	34	0	27	1	0	241	54	4	1	285	147	27	1	62	2	162	3	2
103	1	343	32	117	64	147	37	0	174	118	16	17	0	0	17	0	81	194	0	74	167	24	4	46	56	44	154	31	520	72	0	10
165	80	0	224	17	28	166	155	118	52	1	111	26	141	116	54	56	58	238	69	1	271	117	204	98	21	116	40	1	318	93	407	13
63	89	131	11	63	86	411	38	467	49	94	53	275	37	188	49	265	56	0	33	19	111	0	283	137	54	57	4	196	2	42	238	7
20	0	59	190	106	52	2	44	2	7	56	190	41	0	1	27	1	128	224	1	114	14	336	2	193	52	116	167	153	307	186	1	10
53	166	271	32	66	182	56	27	161	12	330	64	33	0	193	85	1	85	268	0	304	73	211	2	122	40	135	77	200	35	51	99	14
93	260	31	157	160	43	172	41	445	48	206	146	41	46	136	6	521	149	0	176	421	61	1	124	12	203	144	1	258	2	14	54	7
123	1	3	69	14	67	73	51	1	134	1	1	44	0	0	53	1	44	0	2	1	19	1	0	90	71	76	1	0	1	50	0	0
36	0	175	85	199	5	49	187	1	104	199	101	56	160	4	21	117	162	161	379	237	50	350	353	31	8	79	190	55	70	42	2	11
171	2	0	121	190	60	133	249	0	143	0	69	61	1	0	166	0	24	191	0	0	218	323	1	2	38	108	199	1	97	196	2	8
74	1	213	42	182	39	109	13	1	188	94	79	270	0	1	79	2	325	0	0	99	139	0	0	215	6	86	1	161	0	56	1	2
126	1	25	49	291	38	336	11	2	97	124	85	102	0	0	92	0	149	1	1	206	63	0	0	181	43	166	4	327	2	38	3	2
103	340	6	55	58	55	300	370	253	111	0	34	89	4	218	42	2	63	291	0	0	71	34	0	54	97	64	137	1	698	49	105	12
69	172	0	85	119	94	98	154	62	302	0	167	44	1	974	170	0	75	161	0	0	79	279	1	32	24	457	531	0	166	101	306	12
84	1	1	271	279	120	49	50	0	81	0	69	199	0	0	116	0	65	445	0	1	36	126	6	37	219	42	136	1	25	39	1	8
14	133	4	104	197	38	179	34	177	54	9	25	90	0	37	71	1	59	0	1	0	50	1	1	61	41	31	0	1	0	243	58	4
62	37	2	440	75	53	26	105	113	66	0	78	61	3	654	149	0	95	26	1	1	35	86	0	183	115	19	32	1	46	82	14	12
152	0	0	71	27	233	34	270	0	36	1	96	26	377	1	190	7	115	1	483	0	144	8	162	109	88	155	1	3	2	102	0	1
33	0	129	126	110	112	47	57	1	70	442	55	95	416	1	64	107	101	231	140	117	42	496	82	42	69	52	162	149	448	31	2	11
41	111	620	123	40	95	171	88	352	64	17	69	28	0	109	76	0	23	0	3	215	36	1	0	51	58	22	0	294	1	65	88	6
127	0	215	18	35	43	21	23	1	33	163	68	115	1	0	179	2	82	144	0	60	264	483	4	48	118	170	158	26	688	13	0	10
33	0	0	133	43	186	146	143	0	277	1	110	58	0	2	42	0	163	189	2	0	99	392	0	210	292	169	671	0	134	89	5	8
24	194	121	87	78	76	54	102	408	33	263	138	151	3	442	152	2	69	0	0	660	15	0	0	34	51	119	3	314	1	10	106	6
105	0	250	152	57	124	264	108	1	67	285	126	176	0	0	120	2	367	16	1	110	124	197	0	30	24	187	269	202	51	32	0	10
142	0	210	2	172	245	85	64	1	54	58	211	214	5	2	202	0	46	0	0	320	39	1	0	217	92	173	0	295	0	52	1	2
128	0	70	31	172	153	171	37	0	128	10	95	115	0	0	196	0	122	1	1	199	225	2	0	184	114	148	1	486	2	95	1	2
36	0	38	180	65	71	22	79	0	167	213	148	56	1	0	87	0	101	153	1	364	98	527	2	23	120	63	256	184	145	35	0	10
45	185	0	62	65	66	41	43	162	62	0	143	192	0	481	68	0	111	249	1	0	58	41	1	244	122	415	127	1	274	207	268	12
85	0	94	25	168	48	122	136	2	57	149	34	162	1	3	25	1	92	1	1	259	32	1	0	289	212	392	1	243	0	237	0	2
29	567	203	31	406	83	36	59	65	126	319	26	82	11	392	55	17	98	1	289	100	2	0	56	174	228	29	1	257	0	144	80	7
56	2	430	39	4	171	69	65	4	28	255	101	131	2	1	314	2	178	2	2	175	33	1	0	37	93	223	1	716	4	415	1	2
7	204	1	14	19	115	41	94	333	31	2	95	143	85	306	22	110	151	375	86	2	103	192	91	28	57	68	293	1	585	119	105	13
236	0	79	20	61	93	74	68	2	254	94	55	37	0	6	211	0	45	0	0	80	24	1	0	3	66	65	2	134	0	330	2	2
52	0	281	123	24	69	10	137	2	101	251	134	179	25	2	20	109	276	106	196	139	201	112	387	73	254	32	83	84	197	16	0	11
41	0	3	72	73	8	157	180	0	84	0	32	64	94	1	28	84	28	37	68	1	52	415	152	75	47	47	55	0	150	70	0	9
86	155	91	65	19	61	209	258	633	131	82	64	396	1	129	164	0	38	0	0	107	40	0	0	103	76	98	1	384	1	29	74	6
47	2	258	100	85	17	64	4	0	61	683	102	34	1	0	11	0	47	186	1	456	139	62	0	24	71	175	176	89	214	145	2	10
324	104	156	46	82	29	53	221	95	180	539	42	159	0	114	131	1	36	0	0	134	11	0	0	31	63	79	1	277	0	7	51	6
57	146	653	127	19	118	116	60	154	276	110	152	154	1	52	202	0	20	420	0	32	78	537	0	382	46	49	126	66	33	52	59	14
27	343	135	154	52	219	1	6	222	339	107	117	219	2	18	15	0	82	150	0	218	102	27	4	39	69	93	117	173	168	20	238	14
30	3	1	26	52	73	55	111	1	27	0	361	81	1	0	123	1	51	1	0	0	159	4	1	96	40	116	1	1	0	310	4	0
52	0	2	43	64	82	22	67	0	252	0	41	45	32	2	34	196	49	597	308	0	24	39	502	121	66	95	454	0	254	21	1	9
514	125	0	36	55	74	51	89	92	8	0	71	109	219	208	36	573	56	1	1103	1	60	4	189	46	10	163	2	1	0	299	104	5
96	422	2	16	45	19	50	3	842	51	1	78	75	366	544	174	340	269	1	21	4	123	0	3	123	68	85	4	0	2	13	73	5
194	0	375	108	97	96	135	171	1	90	279	99	35	0	0	92	0	160	0	1	174	34	1	0	35	46	58	2	153	0	21	0	2
83	94	0	25	89	21	92	82	350	216	0	64	107	247	205	34	126	107	228	236	1	57	452	156	207	63	64	187	2	501	95	161	13
139	0	1	43	34	163	81	129	1	27	1	87	57	82	0	90	530	165	0	221	8	161	1	213	32	51	48	0	5	3	28	1	1
69	398	0	26	70	393	78	241	276	149	0	17	159	331	256	27	220	18	1	552	0	196	0	287	1	127	12	3	1	1	74	363	5
62	1	55	69	96	180	16	78	0	128	198	19	303	365	1	122	155	70	1	259	159	35	1	228	60	160	77	1	145	0	55	1	3
516	1	0	53	108	72	146	236	1	21	1	176	99	0	3	83	1	117	0	2	0	43	0	3	73	132	188	2	1	1	126	0	0
55	15	0	10	38	120	98	167	79	8	0	71	139	1	58	56	1	15	64	1	0	74	250	1	9	41	81	51	3	2	38	176	12
293	94	0	9	119	54	5	102	325	38	0	41	157	30	78	11	222	29	758	235	0	169	399	105	99	19	29	59	1	100	221	234	13
142	1	0	15	96	162	133	17	1	19	1	119	143	0	4	197	2	67	239	0	4	46	234	0	167	28	19	579	1	137	34	4	8
70	0	5	138	130	68	70	40	0	4	2	42	230	1	3	91	0	25	88	1	0	85	452	1	147	81	38	74	0	8	59	1	8
61	158	25	53	119	81	12	11	245	96	171	112	113	87	159	26	216	76	472	387	391	311	44	33	0	65	159	91	431	949	165	92	15
91	82	438	165	19	46	114	25	113	133	49	117	113	237	21	189	96	118	441	146	469	93	332	108	42	279	128	86	54	405	69	473	15
126	190	98	315	74	52	79	29	31	60	378	48	155	0	179	17	0	123	1	0	471	135	1	2	108	167	29	0	53	0	44	113	6
88	1	347	16	104	30	220	149	0	28	537	79	32	1	0	227	0	29	3	0	70	79	0	0	37	103	110	0	119	4	29	0	2
172	0	0	360	78	91	139	89	2	31	0	52	100	133	0	49	173	43	35	107	0	41	182	32	190	82	8	542	0	79	181	0	9
153	149	203	99	103	164	415	42	222	39	259	246	56	0	99	10	0	20	393	0	109	58	162	3	358	143	25	217	58	230	101	262	14
178	0	0	203	176	169	30	182	1	116	0	42	33	124	0	123	164	23	132	436	5	59	140	502	95	126	87	143	1	125	123	0	9
46	0	1	82	99	76	310	261	1	239	0	49	179	1	0	32	0	57	151	4	1	63	38	0	39	55	75	298	1	173	20	1	8
48	75	153	150	183	54	19	56	187	157	164	50	26	0	115	229	0	27	1	0	68	137	0	1	200	9	9	2	126	0	190	186	6
133	192	328	100	153	161	57	113	204	61	478	73	63	4	131	50	0	216	2	0	314	38	0	0	27	199	8	2	106	2	141	268	6
236	0	287	145	67	87	42	79	1	118	143	55	127	0	0	69	6	95	1	3	250	222	0	1	162	115	27	1	147	2	157	0	2
41	314	92	73	458	7	63	55	245	166	394	83	109	0	166	114	0	174	350	4	109	54	678	1	112	85	149	298	96	68	24	64	14
238	510	1	64	60	142	81	104	42	12	3	24	60	0	538	25	0	121	52	0	0	57	133	1	104	86	193	263	0	236	14	21	12
70	0	2	84	122	173	62	76	0	53	1	123	93	660	4	153	154	31	834	125	0	13	142	250	45	167	75	176	0	78	77	1	9
100	138	238	152	193	50	71	219	144	7	243	89	16	1	143	20	0	75	342	1	354	179	116	0	72	97	190	8	69	394	77	75	14
109	0	297	75	140	293	97	44	1	164	340	23	159	4	0	80	2	83	1	0	293	99	1	0	222	25	67	1	390	3	35	1	2
129	4	286	26	60	112	23	62	95	66	153	87	26	87	216	53	407	162	1	203	181	83	1	203	39	9	51	0	90	1	17	130	7
249	4	177	126	71	245	100	146	0	16	611	240	125	3	0	23	3	100	135	1	210	90	10	3	1	222	166	269	240	92	187	1	10
16	0	1	31	99	232	157	206	4	54	4	46	310	0	1	319	2	138	123	0	0	115	377	0	84	106	156	328	0	201	74	2	8
59	135	58	65	43	199	86	230	133	187	3	82	203	354	130	35	100	161	60	356	477	40	265	138	218	7	93	75	54	153	15	58	15
23	1	1	74	33	44	45	107	0	58	0	117	256	2	0	62	2	54	401	1	2	113	132	0	53	147	209	79	3	26	96	0	8
52	70	14	21	186	72	127	144	245	155	179	155	64	1	300	50	0	33	0	0	159	57	0	3	89	9	187	0	203	1	76	392	6
151	117	134	23	183	148	81	37	47	29	172	227	56	113	57	59	143	84	58	462	57	407	201	192	93	128	19	213	335	310	75	416	15
51	311	36	89	56	140	207	106	252	11	66	129	165	112	204	110	163	167	0	120	60	98	0	198	127	83	67	2	129	0	3	191	7
135	173	196	31	11	122	35	88	506	93	175	132	123	2	465	208	3	160	1	1	91	163	1	0	229	127	26	0	226	1	117	47	6
86	1	37	57	106	173	142	158	1	133	268	62	161	2	0	57	2	34	0	3	77	10	1	1	3	92	104	0	100	1	141	2	2
11	3	7	10	12	130	34	54	0	73	2	24	192	0	3	150	3	83	0	1	0	52	0	0	87	195	147	0	1	0	11	1	0
35	2	167	127	215	102	13	29	0	161	44	13	72	61	2	141	81	50	2	175	216	130	0	230	120	21	303	3	222	0	50	0	3
203	0	662	58	122	71	68	87	1	24	219	16	10	0	0	37	1	171	217	0	56	20	427	0	39	114	102	84	151	66	53	0	10
76	1	30	103	71	28	273	222	0	4	295	138	132	1	0	163	1	126	0	3	341	58	5	0	53	92	135	0	139	3	72	0	2
88	356	0	229	81	82	272	27	90	83	1	127	83	3	74	125	0	7	1	1	0	31	0	3	105	175	24	4	0	0	102	345	4
156	3	37	100	20	30	61	138	0	93	53	137	65	144	1	211	294	56	228	256	87	114	332	389	168	236	77	72	281	152	104	1	11
125	1	208	56	58	63	10	110	0	86	27	56	51	2	0	84	2	318	137	0	730	118	88	0	75	194	145	213	470	154	174	1	10
119	159	1	179	209	131	77	86	230	39	1	172	23	3	157	67	0	96	172	5	0	31	289	2	73	328	25	88	2	98	62	80	12
78	526	0	77	66	41	35	166	356	133	1	115	236	3	417	3	1	272	4	3	2	66	1	0	225	71	80	0	0	1	81	907	4
343	0	2	172	279	77	90	57	0	61	0	109	59	126	0	46	342	47	2	72	1	103	0	494	176	123	99	1	1	3	13	3	1
18	2	180	114	103	15	101	70	0	43	165	196	76	1	0	167	1	20	0	0	165	415	2	1	47	54	259	1	61	2	56	1	2
177	2	1	117	109	127	23	206	0	124	0	94	108	69	0	126	177	19	1	66	0	174	0	105	19	109	86	0	0	0	112	1	1
346	16	1	39	123	27	52	136	201	345	2	123	28	157	17	78	228	161	49	122	5	49	51	91	96	27	39	118	5	118	5	372	13
7	1	0	87	4	163	156	101	1	94	0	173	160	97	1	22	513	92	265	78	5	89	64	437	58	30	54	194	1	270	24	1	9
94	0	0	10	214	82	76	109	1	105	0	33	111	260	0	9	97	39	80	556	0	66	274	18	109	22	66	488	1	366	34	2	9
55	51	32	96	267	27	119	87	471	50	316	127	144	152	93	12	641	66	0	560	350	95	0	170	54	134	14	0	104	2	147	337	7
100	0	335	63	105	71	27	67	0	96	146	34	8	3	1	96	2	72	447	3	394	67	99	1	136	167	112	111	299	154	55	4	10
120	39	1	425	136	84	123	10	250	286	1	147	76	398	332	55	157	113	172	291	1	25	275	123	182	81	41	532	3	253	42	39	13
94	787	394	74	48	112	28	81	118	109	188	72	110	188	206	40	236	22	0	107	100	51	2	125	7	127	53	0	63	5	79	110	7
116	434	27	86	73	217	67	143	31	108	153	42	165	267	91	67	671	27	3	13	43	185	1	58	154	78	231	1	173	1	97	47	7
44	179	1	26	11	127	157	49	117	37	0	49	167	318	45	130	519	151	0	93	1	26	0	445	98	42	31	2	0	3	137	134	5
369	1	641	196	13	3	7	43	1	129	177	58	36	62	2	80	77	90	78	101	261	53	142	600	111	27	21	492	390	171	213	0	11
297	0	0	69	87	234	0	12	3	95	1	207	7	77	1	194	314	102	0	142	4	121	2	197	216	88	195	3	1	2	47	1	1
246	0	295	185	228	15	261	152	3	66	592	37	32	314	2	44	53	105	502	338	477	126	64	88	62	19	62	66	107	191	409	0	11
57	2	251	13	46	25	174	140	1	222	504	94	18	181	1	28	277	84	69	512	188	224	126	71	177	346	87	556	83	358	133	1	11
54	0	0	75	186	207	93	45	1	67	1	141	61	224	1	31	226	180	135	159	1	51	277	154	12	96	42	83	1	208	42	3	9
135	0	140	22	147	70	135	225	2	32	181	79	143	0	0	19	0	66	0	0	90	131	1	0	88	214	158	0	115	1	146	0	2
175	1	0	84	49	47	55	158	3	110	0	85	105	213	0	124	27	97	492	454	4	13	34	184	39	211	131	501	3	297	88	1	9
4	401	0	57	3	7	18	71	62	79	2	57	139	2	94	62	0	311	1	0	0	124	1	1	48	184	66	0	0	2	268	82	4
19	1	108	110	47	61	59	7	0	142	75	83	43	0	1	124	0	171	120	1	126	259	263	2	25	76	83	488	202	205	139	0	10
226	259	4	169	133	72	150	0	67	81	3	35	50	0	53	117	1	68	1	1	1	61	0	0	76	75	63	1	0	1	149	4	4
148	1	173	50	429	164	32	94	0	40	235	103	116	49	1	19	354	81	313	11	96	170	209	380	6	72	62	175	205	72	20	5	11
72	242	458	71	367	81	84	118	103	107	192	41	26	149	162	22	306	13	0	106	31	55	1	83	58	13	192	2	570	0	229	926	7
242	0	0	52	106	15	57	70	3	251	4	115	134	98	1	165	176	105	3	7	1	100	3	337	134	156	96	2	2	1	95	2	1
64	2	1	25	27	91	202	132	0	37	2	125	127	189	2	155	238	88	0	282	0	62	2	282	65	34	27	0	0	1	197	1	1
61	2	198	103	149	114	32	18	2	70	261	45	37	694	1	93	146	76	1	114	268	111	1	229	26	355	54	1	34	0	141	0	3
50	255	158	245	111	177	160	61	225	55	205	101	29	78	87	115	112	70	81	55	130	59	30	173	57	68	107	195	109	809	36	237	15
170	85	78	361	108	90	168	44	112	38	239	39	128	0	174	171	0	144	1	0	81	97	0	0	26	4	111	0	506	0	77	243	6
226	167	0	24	99	123	237	7	120	29	1	94	72	0	337	156	0	59	0	1	0	199	1	2	48	132	140	0	0	3	158	40	4
26	142	54	158	71	7	216	181	315	73	276	68	87	1	97	326	1	150	27	3	172	129	148	0	63	44	79	96	131	285	68	217	14
40	112	1	93	129	66	153	41	73	47	0	21	180	1	115	53	0	24	189	3	3	126	206	1	101	118	67	656	2	341	192	284	12
166	1	321	67	189	124	87	32	0	25	600	64	302	148	1	398	319	20	297	107	82	226	59	226	255	25	199	62	227	105	350	0	11
19	57	194	84	184	96	46	16	50	221	383	85	160	1	440	63	2	47	448	1	17	69	132	1	28	114	80	217	119	179	50	256	14
96	0	36	144	37	165	79	183	1	28	73	77	92	1	2	244	2	145	0	0	455	61	5	1	51	129	26	0	98	1	78	0	2
45	163	273	72	210	79	109	208	739	78	134	59	206	1	89	109	4	26	5	0	168	167	1	2	13	197	178	2	184	0	17	383	6
100	235	0	146	7	30	49	155	57	77	0	24	122	494	84	137	66	138	0	216	2	141	0	91	105	7	48	0	0	2	19	109	5
167	285	154	11	44	42	178	35	397	0	26	257	104	1	100	59	3	60	2	2	280	131	0	0	77	54	82	1	283	0	168	377	6
114	0	0	73	63	18	49	134	3	154	0	143	6	2	0	124	2	182	0	0	2	79	6	2	114	398	53	0	1	0	132	1	0
76	275	103	27	97	115	12	131	358	13	316	90	91	3	139	197	0	36	0	1	305	127	0	1	183	40	6	1	198	1	80	99	6
76	0	332	162	65	298	79	68	1	89	267	90	21	1	1	98	0	130	4	0	343	78	1	0	172	161	69	3	202	2	2	0	2
121	1	0	60	1	151	153	52	1	10	1	178	135	1	0	18	2	72	0	1	0	16	3	0	24	88	40	2	0	1	5	0	0
133	0	2	98	296	105	222	19	0	123	2	91	75	0	1	93	1	67	5	0	2	134	0	1	135	44	7	4	3	1	46	2	0
79	1	0	46	43	195	62	70	2	107	0	126	22	3	1	48	1	138	136	0	0	20	15	3	29	42	36	52	0	800	65	0	8
219	0	0	71	25	17	84	88	0	102	1	91	96	339	3	133	47	22	245	531	1	123	74	163	221	129	76	156	1	247	153	0	9
149	0	1	34	89	209	90	16	0	117	0	87	91	0	1	173	0	64	3	0	2	183	1	4	27	115	38	1	0	0	161	0	0
196	1	303	216	62	179	46	56	0	32	171	90	15	96	1	7	63	55	0	119	74	168	0	583	41	67	31	1	404	4	133	3	3
54	0	2	31	30	103	21	81	0	163	0	34	112	2	1	32	334	20	164	252	1	27	266	138	69	150	24	141	0	80	134	0	9
45	0	195	41	144	179	213	15	1	103	444	58	74	1	0	146	0	130	168	2	251	105	388	1	144	105	148	188	78	149	122	0	10
173	496	79	139	72	183	13	14	87	52	331	57	167	1	61	213	1	162	3	2	107	8	0	1	53	107	170	1	364	1	144	189	6
83	167	242	56	82	54	38	37	249	144	191	172	108	0	11	27	0	15	204	0	97	117	184	0	31	184	78	93	94	265	7	152	14
10	263	0	58	51	71	245	34	590	51	1	48	186	0	26	79	0	135	81	3	0	5	262	0	85	54	101	259	2	203	82	90	12
67	0	1	11	29	92	162	43	1	41	3	54	98	0	5	12	1	87	0	1	3	56	1	3	90	5	332	0	1	1	32	0	0
11	0	673	16	357	42	151	40	0	210	194	35	88	208	0	329	505	37	350	285	148	28	313	141	24	92	20	322	353	51	60	3	11
36	192	395	84	276	79	353	62	50	15	126	66	66	40	183	149	58	53	1	336	78	108	2	51	0	208	402	1	413	1	98	122	7
222	309	0	13	285	215	74	201	300	50	0	75	251	0	369	25	1	175	168	0	1	65	271	1	39	138	234	38	0	237	44	115	12
134	2	0	19	12	113	201	75	0	41	4	230	76	211	0	51	498	77	166	454	0	35	11	68	269	85	190	345	2	102	170	0	9
1	4	346	148	105	45	160	3	1	101	6	54	85	52	0	74	55	161	0	9	565	122	2	57	67	31	140	1	898	3	11	0	3
97	333	1	268	418	172	107	29	76	51	0	92	141	2	235	23	1	27	0	2	0	31	1	0	151	188	28	0	0	0	102	54	4
10	1	234	146	16	178	129	45	1	64	552	40	41	5	3	18	797	79	206	20	41	103	224	57	26	65	100	21	53	128	114	1	11
294	1	1	130	123	69	23	78	0	30	1	139	9	1	1	109	1	77	89	0	0	43	255	1	19	57	315	124	2	21	10	1	8
98	193	83	1	110	91	158	149	3	161	161	70	19	324	235	214	280	122	179	501	350	56	232	44	206	182	32	121	192	72	24	32	15
42	159	4	60	76	163	105	11	541	94	3	75	99	184	482	15	92	210	44	64	0	10	119	301	31	3	81	157	3	20	42	312	13
76	17	335	139	63	119	15	36	250	94	366	57	48	1	33	7	0	98	217	1	203	149	134	0	71	59	105	171	504	431	187	49	14
193	0	140	28	171	44	93	70	1	41	310	36	90	105	0	105	217	178	183	295	278	139	30	143	68	82	112	189	30	70	20	1	11
62	1	120	242	15	55	120	198	1	29	68	23	120	0	8	39	4	63	3	1	161	94	36	0	165	104	70	139	236	240	35	0	10
141	2	62	116	86	267	17	165	0	4	184	134	216	2	1	18	0	65	25	0	232	115	97	2	295	30	32	100	32	289	29	0	10
116	549	196	94	176	209	144	115	215	170	264	17	12	1	206	67	1	137	200	0	245	86	135	0	186	27	10	329	243	95	37	562	14
75	193	1	115	128	133	28	52	199	78	2	70	66	69	131	3	213	6	0	240	2	100	1	5	96	46	284	1	2	0	144	93	5
26	0	0	265	139	213	16	99	1	136	1	51	166	0	2	101	0	136	101	3	0	29	47	0	190	86	98	113	1	208	64	0	8
129	0	1	8	5	205	55	195	3	12	0	48	128	0	2	23	1	25	2	0	0	63	1	2	121	260	109	2	2	1	314	2	0
65	48	0	75	21	163	126	60	138	19	1	159	90	2	200	116	4	84	165	0	3	145	217	2	77	116	110	101	2	33	127	96	12
249	229	4	15	6	23	50	139	43	194	1	102	37	86	72	255	74	166	1	237	0	119	0	2	25	42	78	1	0	3	65	199	5
86	145	0	119	48	201	172	50	49	104	3	78	37	66	280	202	160	12	271	289	1	16	500	177	107	149	122	28	0	62	41	12	13
99	158	66	60	37	125	28	49	192	102	49	100	78	0	196	134	0	175	1	2	552	41	0	0	150	111	37	0	188	0	96	40	6
59	1	87	82	59	54	129	72	2	37	312	207	98	0	0	4	1	292	265	1	66	24	294	0	8	138	73	271	72	71	65	0	10
215	188	348	54	89	21	112	247	123	127	46	82	22	0	153	108	2	126	0	0	225	81	1	0	40	157	131	1	262	1	84	49	6
53	164	1	130	3	127	86	12	285	81	0	39	64	2	292	184	4	176	440	2	2	199	252	0	94	166	83	165	0	445	98	345	12
32	242	0	254	112	89	58	80	145	48	5	93	9	68	499	222	337	74	128	325	0	67	315	44	205	245	67	417	0	618	129	257	13
44	422	1	279	293	133	61	141	65	91	0	53	54	278	56	75	26	82	42	191	1	27	75	8	107	153	66	415	0	113	232	136	13
70	1010	177	35	92	51	181	475	160	60	129	41	20	4	96	48	1	32	0	2	517	66	0	0	17	155	135	3	286	2	30	113	6
51	0	462	30	186	104	62	90	1	163	292	47	307	1	3	57	2	132	504	0	192	126	141	1	178	201	37	28	75	100	161	0	10
148	1	297	15	235	83	29	64	1	45	84	52	32	360	0	57	822	90	188	90	130	49	58	313	118	137	36	14	175	146	36	0	11
295	0	310	137	58	88	8	47	1	35	199	148	120	0	0	29	0	85	0	0	33	58	2	0	60	28	78	1	53	2	154	0	2
205	53	0	150	79	133	82	21	424	58	2	115	18	81	39	55	104	116	0	105	0	193	0	59	64	110	113	0	0	0	21	130	5
9	1	1	144	58	104	63	45	2	8	0	78	37	3	2	173	0	92	1	1	3	65	0	1	10	77	106	2	1	3	103	0	0
36	77	0	117	59	47	155	36	35	85	1	216	215	32	88	41	182	75	152	221	1	121	346	185	14	137	41	264	0	286	52	370	13
50	88	225	341	164	1	215	43	119	14	734	53	132	340	413	164	172	52	230	79	212	51	380	288	92	185	121	411	74	111	182	325	15
53	0	1	18	164	53	114	151	1	235	0	90	216	58	1	62	329	62	1	95	1	145	2	273	65	179	66	1	0	0	96	2	1
89	0	1	286	43	87	17	58	2	194	3	37	36	1	2	18	2	13	1	1	1	121	2	1	276	31	35	1	0	0	19	2	0
190	0	56	40	41	134	59	129	1	97	124	19	160	0	3	138	1	66	0	3	29	61	0	0	311	24	28	3	579	0	70	0	2
20	1	0	62	196	20	173	102	0	252	0	118	78	0	0	156	0	74	1	0	0	44	1	0	27	76	96	0	2	0	91	1	0
104	0	0	35	110	47	126	21	1	75	0	117	216	1	6	84	3	165	0	2	0	156	1	0	312	197	3	1	3	1	330	0	0
