#gene	sample1	sample2	sample3	sample4	sample5	sample6
SMG9	6561	8721	10949	6541	7503	4295
KCNN4	2578	6286	2244	2416	1718	3390
LYPD5	1086	1372	671	895	457	747
ZNF283	967	5587	4056	1263	1376	2490
ZNF404	44	72	45	20	28	36
ZNF45	612	221	384	190	467	343
ZNF221	354	169	329	569	507	487
ZNF155	9876	12569	14036	18610	11495	9060
ZNF230	5837	3526	4590	8977	6682	4730
ZNF222	5026	3006	4778	3234	2252	3130
AC084219.2	4375	2789	5072	3273	3713	5092
ZNF223	671	665	329	533	427	301
ZNF284	5363	3391	5062	3392	6701	1731
ZNF224	1525	963	1794	351	783	1055
ZNF225	541	727	1032	687	879	623
ZNF234	8046	4967	6281	3787	2977	7866
ZNF226	17899	30427	13742	17305	19961	15136
ZNF227	475	1185	981	460	594	797
ZNF235	167	179	378	160	183	166
ZNF233	2515	1938	1257	1127	1745	2294
ZNF112	1269	1351	517	1164	674	1308
CTC-512J12.6	679	628	814	669	1709	854
ZNF285	1369	1002	779	954	503	471
ZNF229	3678	2679	2604	1724	1619	1287
ZNF180	2	3	4	3	3	1
CEACAM20	1340	3240	1944	1171	902	2353
IGSF23	3639	8733	3855	3030	3794	6759
PVR	11157	23008	9350	5084	3619	10857
CEACAM19	410	723	594	540	634	819
CEACAM16	2896	2521	2582	2436	1823	1780
BCL3	4317	1852	2387	2385	925	948
CBLC	858	1593	688	580	525	493
BCAM	1554	435	1176	356	950	1240
NECTIN2	1522	790	1370	803	1256	970
TOMM40	1029	1101	1553	641	495	1260
APOE	553	1563	2003	962	1110	998
APOC1	928	364	547	373	414	620
APOC4	2384	1034	2168	2548	1102	1490
APOC4-APOC2	937	1101	1899	1722	1382	838
APOC2	1013	843	1352	505	503	486
CLPTM1	17	44	66	24	27	18
RELB	5997	2807	2443	2170	3071	3575
CLASRP	1667	2615	1483	2599	2585	1150
ZNF296	1179	562	1673	1771	527	1074
GEMIN7	4288	3735	5157	5163	2327	5304
MARK4	582	479	853	849	630	463
PPP1R37	494	676	508	387	365	337
NKPD1	2907	7769	5488	5290	5379	5157
TRAPPC6A	1247	1487	2085	1525	1583	1300
BLOC1S3	4979	2155	2917	1120	2931	2376
AC005779.2	2829	4596	3664	5029	3040	1316
EXOC3L2	2427	3024	3090	2849	1131	3871
CKM	55	73	55	37	56	54
KLC3	5435	2190	3427	3769	2449	1270
ERCC2	2104	3803	2641	2408	2274	2133
PPP1R13L	9981	8061	4066	3353	1687	3252
CD3EAP	3149	6014	2804	3118	2990	2991
ERCC1	5771	804	5108	3583	5336	1622
FOSB	1595	1343	1751	774	1314	903
RTN2	715	747	369	384	511	615
PPM1N	1155	1812	1350	868	608	722
VASP	379	505	290	266	442	447
OPA3	3580	5206	8115	3561	6529	3385
GPR4	381	565	280	352	187	260
EML2	3792	4704	7322	5452	5796	8508
GIPR	2857	2288	2554	3409	2727	3713
SNRPD2	1491	1061	1782	895	786	2058
QPCTL	5536	2361	1987	2679	1184	1590
FBXO46	3324	2551	3482	1447	1991	4957
BHMG1	756	771	548	888	398	738
SIX5	3942	4318	991	1996	3577	1750
DMPK	1898	1736	1488	874	659	1468
AC011530.4	746	1159	1888	756	1120	835
DMWD	624	843	2022	1242	1397	606
RSPH6A	3252	2863	2831	1312	2560	2347
SYMPK	1732	2463	3410	2178	3303	1791
FOXA3	7099	3232	5963	6253	3872	5698
IRF2BP1	510	558	377	551	371	1019
MYPOP	4753	4512	4396	5595	3139	5234
NANOS2	756	800	718	421	695	2059
NOVA2	2164	715	1637	2468	1454	2131
CCDC61	6208	10338	4901	3299	2364	3138
PGLYRP1	2251	705	1071	863	1701	1145
IGFL4	788	1027	357	744	973	704
IGFL3	1707	1910	1989	975	2225	1333
IGFL2	5703	7305	6936	5041	4840	3240
IGFL1	120	52	91	59	64	76
HIF3A	647	1438	939	776	517	961
PPP5C	2476	3121	3036	1949	827	2450
CCDC8	1668	2415	2223	1269	1686	1564
LLNLF-187D8.1	5569	4591	5750	3855	5137	2879
PNMAL1	2881	1906	3428	1546	2742	3898
PPP5D1	1737	2323	2204	1141	1107	2033
PNMAL2	66	64	105	40	63	103
CALM3	3199	4958	1676	1222	863	3702
PTGIR	3243	3004	1916	931	822	1138
GNG8	4815	13343	8803	10744	13061	3392
DACT3	15204	7656	6569	18724	14938	14221
PRKD2	830	794	315	379	470	765
STRN4	849	2584	3523	1796	772	1646
FKRP	9491	12601	16059	5599	12087	22706
SLC1A5	511	830	423	373	261	345
AC008622.1	3221	2460	4161	4537	1719	1574
AP2S1	232	234	257	366	156	238
ARHGAP35	4694	3668	5650	2670	3164	5095
NPAS1	2265	2369	3547	1604	2907	2278
TMEM160	4597	6034	6269	1559	4465	3996
ZC3H4	2678	1133	1283	987	1137	899
SAE1	3130	1183	3090	3153	1240	6625
BBC3	305	342	185	112	299	197
CCDC9	636	661	397	534	345	552
INAFM1	900	1765	898	1243	589	596
C5AR1	542	266	294	165	348	93
C5AR2	887	800	1213	616	1005	657
DHX34	980	1071	817	363	234	768
MEIS3	2503	713	1764	2774	1344	1757
SLC8A2	2334	2080	6707	3660	2948	1506
KPTN	369	550	719	405	490	394
NAPA	464	1971	2844	1150	1472	1303
ZNF541	1447	626	1633	432	770	549
GLTSCR1	5573	5004	5561	9027	2911	2679
EHD2	8415	4772	3441	7489	5764	659
GLTSCR2	2961	3958	3076	1416	1188	3788
SEPW1	483	935	700	678	414	596
TPRX1	3062	1746	3106	1200	2040	2756
CRX	4482	2130	1313	1446	2885	2126
SULT2A1	1240	1188	2737	1179	1255	1070
BSPH1	1970	6056	5383	4659	3690	4211
ELSPBP1	624	1133	935	818	1046	654
CABP5	1236	3198	3238	5061	2804	3672
PLA2G4C	2079	2235	2474	4692	2566	2100
LIG1	149	187	159	110	160	222
C19orf68	5287	2684	2321	6680	1012	984
ZNF114	342	263	162	129	113	153
CARD8	4289	7643	2616	4378	2571	1627
CCDC114	572	1743	482	1013	1004	838
EMP3	999	342	658	726	211	411
TMEM143	265	256	193	241	125	176
SYNGR4	2049	2102	8078	9780	6772	4802
KDELR1	31	69	25	69	11	57
GRIN2D	930	2531	1676	1165	667	1100
GRWD1	6692	7743	5244	7883	3165	4504
KCNJ14	1502	2799	3282	2615	1762	4127
CTC-273B12.7	1147	815	1379	1168	424	770
CYTH2	2614	1084	1180	1325	1684	1656
LMTK3	1796	2513	4377	2546	2068	3132
SULT2B1	4334	6238	9894	2669	4969	5443
FAM83E	3251	3454	1233	1882	1331	3286
SPACA4	12711	3241	7501	5596	5036	6688
RPL18	7398	4712	2966	3924	4451	2949
SPHK2	2087	3572	3603	1543	1604	1348
DBP	4805	1759	2439	3310	2083	1281
CA11	231	460	227	117	235	124
NTN5	1068	1742	1296	480	734	1618
FUT2	2521	4603	2299	2940	1520	1787
MAMSTR	44	40	91	98	14	26
RASIP1	4168	4459	6481	2220	3352	1287
IZUMO1	2034	747	1199	669	2194	743
FUT1	1218	500	934	414	393	509
FGF21	562	438	568	312	193	572
BCAT2	1140	1097	3121	838	997	1197
HSD17B14	868	279	346	247	566	439
PLEKHA4	756	1490	768	748	359	1018
PPP1R15A	1392	653	875	633	693	978
TULP2	867	461	584	248	266	667
NUCB1	4283	3458	3355	4410	3679	5259
DHDH	1493	1661	1568	600	708	1482
BAX	4827	3885	3780	4450	2371	2865
FTL	518	198	463	393	359	481
GYS1	550	337	522	415	184	643
RUVBL2	1696	1785	1699	1201	2317	1090
LHB	1483	1669	1336	2101	1300	1745
CTB-60B18.10	807	446	1008	484	419	587
CGB3	703	661	928	561	433	380
CTB-60B18.6	1723	1350	2730	1668	2593	995
CGB2	1834	1333	1587	3093	1280	955
CGB1	856	1431	1258	1159	787	642
CGB5	2002	3118	1999	3727	3043	2083
CGB8	274	98	279	257	310	210
CGB7	6586	2920	3551	3906	2578	4341
CTB-60B18.23	3456	5533	7234	2709	4317	2676
NTF4	172	566	383	287	850	800
KCNA7	4867	4642	3085	4422	1097	2362
SNRNP70	10115	7452	7753	3545	5878	7925
LIN7B	717	720	261	681	470	669
C19orf73	5874	14580	8206	5541	7261	4919
PPFIA3	141	250	109	286	243	122
HRC	11023	12714	13633	7762	14710	20945
TRPM4	167	143	79	184	87	173
SLC6A16	1566	2555	2976	2150	2550	2132
CD37	645	741	392	402	460	918
TEAD2	259	426	334	97	158	147
DKKL1	4973	2252	2464	3791	2007	3343
CCDC155	2933	2293	5090	1688	2062	3516
PTH2	2685	4164	4108	1346	3392	2756
GFY	581	1261	1173	603	511	517
SLC17A7	7131	2608	4169	4718	2568	3640
PIH1D1	332	1006	1104	786	319	488
ALDH16A1	3504	6867	2569	3011	2598	2524
CTD-3148I10.9	238	563	348	384	187	172
FLT3LG	7553	9901	11713	10795	8996	6118
RPL13A	40	51	29	22	28	33
RPS11	18	47	29	29	13	10
FCGRT	1325	580	662	497	222	627
RCN3	1481	525	1081	1095	645	1237
NOSIP	1546	1755	761	1513	833	802
PRRG2	583	660	392	319	130	717
PRR12	1063	1086	930	316	433	917
RRAS	10982	7792	13592	5370	13684	5056
SCAF1	1084	904	1562	722	983	559
IRF3	1155	862	737	829	680	548
BCL2L12	1949	2297	2379	1474	1003	810
PRMT1	6007	3486	4523	1382	1374	2586
ADM5	2781	1508	4612	2883	1313	2707
CPT1C	1691	2732	1176	527	968	1249
TSKS	4425	1909	2972	2337	2525	1521
AP2A1	3492	6040	1857	4006	4129	2575
FUZ	769	604	467	511	360	623
MED25	1192	568	2608	1051	1096	1620
PTOV1	1924	3562	1485	2455	2325	1527
PNKP	17887	9901	9969	9206	7543	21821
AKT1S1	1137	1555	2835	2379	2341	1922
TBC1D17	3578	3346	2979	3241	4667	4628
IL4I1	4605	2275	1810	3336	809	2981
NUP62	324	769	598	468	303	383
CTC-326K19.6	6184	1119	2755	1769	2437	3259
ATF5	1286	1390	956	909	1133	1259
SIGLEC11	982	1704	3277	1779	1867	1534
VRK3	5041	7956	10822	7899	8044	8466
ZNF473	2122	1744	2940	1825	2491	3527
IZUMO2	2114	3173	1680	2096	3358	3600
MYH14	2554	13753	4553	5561	5957	12221
KCNC3	809	2380	620	748	493	733
NR1H2	609	394	643	290	698	766
NAPSA	4533	1717	4789	4591	3391	3050
POLD1	1296	518	739	679	1168	1103
CTD-2545M3.6	11079	3855	10718	1200	4905	6897
SPIB	3016	4237	6612	3598	3974	6596
MYBPC2	1723	2729	2371	2055	3298	2408
FAM71E1	1827	4819	2298	2866	2378	3163
EMC10	420	3205	5047	1790	5003	1883
JOSD2	435	204	249	315	215	361
ASPDH	2628	1945	901	1329	1974	1654
LRRC4B	494	608	195	209	279	198
SYT3	956	921	387	788	405	871
C19orf81	587	981	1309	622	740	810
SHANK1	417	844	2035	308	1096	468
CLEC11A	2859	1454	2074	1684	1401	2236
GPR32	536	366	426	559	293	999
CTD-2568A17.1	13702	17365	7502	7446	9478	9256
ACPT	5785	3708	9001	4865	1763	5918
C19orf48	1269	1420	1748	1270	750	510
KLK1	7760	8937	6820	4500	3368	4113
KLK15	597	1217	919	559	489	1014
KLK3	3005	2023	3468	616	1306	1741
KLK2	3164	2082	3050	5347	2490	2976
KLK4	1972	2020	663	1948	2787	1230
KLK5	2199	2790	1388	2961	1642	2385
KLK6	3136	1687	868	2108	1173	1151
KLK7	3228	1673	1687	974	1450	713
KLK8	224	129	177	154	115	68
CTC-518B2.8	541	780	608	975	1485	870
KLK9	7369	4660	5451	3095	3416	7106
KLK10	3507	3781	1688	2016	3094	4845
KLK11	1250	1665	958	968	1044	543
KLK12	3018	2956	2070	1320	1319	2319
KLK13	144	285	328	762	208	151
KLK14	435	535	734	795	524	437
CTU1	1246	515	173	252	373	247
SIGLEC9	13986	8461	4938	6233	10204	14877
SIGLEC7	3125	2137	7548	4517	4144	3148
CD33	173	220	333	141	188	374
SIGLECL1	32	22	73	35	37	26
IGLON5	10149	12898	5522	10115	9873	8516
VSIG10L	5244	1232	3807	2108	3865	3611
ETFB	3632	2022	1209	2798	1036	1758
CTD-2616J11.11	1182	4433	3213	1046	2687	1515
CLDND2	2487	5268	5003	5236	3930	1614
NKG7	8273	5349	4152	3038	1539	2469
LIM2	1366	1584	1126	737	1393	1219
C19orf84	4215	9122	4036	4422	3452	4329
SIGLEC10	999	547	330	676	436	765
SIGLEC8	7375	9181	7310	6863	8541	8557
CEACAM18	7042	4141	11267	2662	3816	5932
SIGLEC12	134	302	239	157	164	310
SIGLEC6	1034	1139	938	488	721	493
ZNF175	1837	9158	1954	5162	1519	2489
SIGLEC5	131	73	153	158	174	50
AC018755.18	375	1309	611	657	1074	430
SIGLEC14	5000	7663	6009	2280	4410	7967
SPACA6	6815	4685	3982	2321	5840	2808
HAS1	497	695	366	142	426	306
FPR1	2017	1777	1868	2000	2821	759
FPR2	978	1289	1024	736	1443	785
FPR3	3400	5293	2795	1764	951	2735
ZNF577	4505	2782	5609	3998	3341	2880
AC074141.1	9710	11635	9707	10211	10489	3397
ZNF649	798	1721	2320	1128	2144	1013
ZNF613	2085	1449	1015	1093	846	931
ZNF350	1709	1418	1692	1630	1425	805
ZNF615	2104	2381	2425	1377	1352	1874
ZNF614	2095	2452	1947	848	1391	1653
ZNF432	745	946	798	949	985	879
ZNF841	1553	1641	807	1083	442	373
ZNF616	1154	1260	2416	471	325	329
ZNF836	59	132	60	64	69	121
PPP2R1A	1189	1678	1804	728	845	701
ZNF766	324	314	655	75	361	272
ZNF480	301	256	272	194	316	225
ZNF610	122	77	153	187	136	103
ZNF880	1476	2408	1279	1204	1303	2203
ZNF528	2184	2349	3068	1564	1098	1432
ZNF534	12259	5770	16914	13968	4654	12104
ZNF578	570	1408	922	1368	1745	571
ZNF808	1306	911	2852	1575	2414	2211
ZNF701	7472	11758	4835	3886	7446	5629
ZNF83	446	220	483	363	499	132
ZNF611	800	432	281	411	278	260
ZNF600	1450	892	994	316	946	659
ZNF28	1652	1071	595	615	735	720
ZNF468	9394	6693	5420	10502	4906	8641
ZNF320	364	651	706	449	271	365
CTD-2331H12.8	539	233	282	191	118	123
ZNF816-ZNF321P	67	24	65	49	39	56
ZNF816	926	557	642	867	1418	487
ERVV-1	1634	849	515	231	477	1515
ERVV-2	3881	2653	3550	1236	699	2243
ZNF160	2017	3033	1595	1631	1140	4601
ZNF415	339	1256	1268	769	825	889
ZNF347	3956	4438	3151	2751	3012	3724
ZNF665	4994	3333	2216	2121	1258	2850
ZNF677	194	352	348	293	185	206
VN1R2	3026	2968	3315	2537	4913	9449
VN1R4	777	709	1154	479	477	927
BIRC8	9391	15104	10269	8332	7428	4550
ZNF525	3178	3317	1913	2185	1342	2202
ZNF845	4046	3804	3022	1953	1531	3157
ZNF765	11261	6366	20342	8853	7106	9525
ZNF761	4205	1693	1153	2470	3625	2323
ZNF813	2330	2087	1752	1550	1026	1318
ZNF331	3479	5313	9234	9164	2890	9698
DPRX	1685	1137	1706	1814	1647	393
NLRP12	10169	9615	8291	6969	5385	8975
MYADM	86	149	118	145	97	91
PRKCG	297	499	612	330	397	461
CACNG7	6573	2717	5705	2184	3532	2757
CACNG8	1680	2162	1138	1231	581	1332
CACNG6	1924	1053	2929	2411	1289	1158
VSTM1	453	985	1159	403	624	789
TARM1	448	426	530	759	654	733
OSCAR	2670	2948	2281	2126	2276	1751
NDUFA3	633	1274	605	425	704	565
TFPT	1855	4192	4632	1925	1300	2634
PRPF31	7640	6023	10044	4171	5786	10803
CNOT3	458	1225	1278	637	217	277
LENG1	11698	14858	7171	9752	4902	10675
TMC4	1548	939	493	950	875	790
MBOAT7	3978	4090	6984	2598	2842	3201
TSEN34	545	327	297	124	206	107
RPS9	13001	5340	11786	7158	5912	7835
LILRB3	667	2157	2267	608	969	1308
LILRA6	783	484	853	323	674	849
LILRB5	528	481	252	493	291	200
LILRB2	1680	2257	2486	2461	1454	853
LILRA5	9192	3891	5065	6077	3841	3514
LILRA4	2869	9236	7506	8861	8594	8665
LAIR1	2156	1460	2305	483	1102	1166
TTYH1	1538	1444	1360	1832	1745	1925
LENG8	85	92	89	47	73	37
LENG9	2660	4451	1430	2869	2643	1058
CDC42EP5	713	1582	643	902	1626	252
LAIR2	843	552	233	807	652	217
KIR3DX1	681	826	706	515	524	445
LILRA2	2082	5387	7480	2544	4472	7334
LILRA1	1887	2085	4048	3182	5301	3244
LILRB1	3641	2966	2494	5048	5015	1577
LILRB4	213	107	182	216	208	151
KIR3DL3	118	115	128	97	80	55
KIR2DL3	2494	822	2873	2054	1372	1725
KIR2DL1	3374	3283	5047	2505	2528	2652
KIR2DL4	4352	6217	6053	2634	8210	3503
KIR3DL1	147	176	276	84	246	130
KIR3DL2	591	473	652	446	205	452
FCAR	150	118	335	154	372	203
NCR1	9040	2541	7494	6204	7587	4157
NLRP7	555	694	1277	737	689	646
NLRP2	2555	2938	1235	926	1929	868
GP6	3469	1668	1951	1552	1066	1979
RDH13	1188	752	252	732	772	644
EPS8L1	6179	6869	4870	3613	7538	3466
PPP1R12C	1522	1856	1886	2650	1043	1783
TNNT1	5630	8126	8717	4299	3974	2935
TNNI3	4181	4529	1822	3854	700	3262
CTD-2587H24.4	117	434	137	159	139	259
DNAAF3	3802	2152	6937	6129	3247	2749
SYT5	3155	955	1755	2057	585	1063
PTPRH	103	176	268	87	118	67
TMEM86B	4791	8510	7137	1957	1451	2370
PPP6R1	1997	3850	1696	2772	1178	2530
HSPBP1	2796	5048	3300	4747	1497	3837
BRSK1	3894	6813	9812	3760	3795	3042
TMEM150B	2207	2620	3791	1671	2175	2243
KMT5C	2487	2050	5723	1713	3698	3398
COX6B2	4588	2536	4266	1119	1005	1301
CTD-2105E13.6	2317	3154	2127	2753	1432	1653
FAM71E2	216	225	158	157	160	247
IL11	6602	4697	2573	4806	6783	7634
TMEM190	4235	1355	3974	3354	2084	2216
TMEM238	4413	4535	5416	3588	3968	1412
RPL28	465	688	812	739	1263	798
UBE2S	1759	3328	1240	2995	2564	1748
SHISA7	83	90	77	81	34	56
ISOC2	1116	1324	542	936	464	880
CTD-2537I9.19	10016	28797	23389	10733	15514	10066
ZNF628	547	417	331	501	386	199
NAT14	824	673	1192	1005	453	903
SSC5D	2196	2638	4533	1880	1520	1463
SBK2	5296	2973	5959	3053	4006	4445
SBK3	11275	9766	12534	6366	9329	7067
ZNF579	306	454	744	937	866	517
FIZ1	2838	3138	3515	4318	2146	3801
ZNF524	556	819	1640	1304	832	1630
ZNF865	1401	1126	1422	775	1876	892
ZNF784	3035	6501	4251	2455	6905	4080
ZNF580	3651	9726	9259	10599	9041	5404
ZNF581	186	165	443	189	133	281
CCDC106	510	637	368	451	296	450
U2AF2	5051	13930	8271	10424	8124	3088
EPN1	3310	9716	6425	4087	1706	6197
NLRP9	333	435	313	193	299	141
RFPL4A	2550	2920	4476	4618	4751	1388
RFPL4AL1	1386	1141	1079	1163	283	1167
NLRP11	5745	4338	5921	2512	3353	5632
NLRP4	569	264	410	434	133	339
NLRP13	873	265	714	612	584	601
NLRP8	2674	1091	4862	1078	2414	2507
NLRP5	4016	2455	2615	1532	3549	3049
ZNF787	316	258	462	136	478	489
ZNF444	3949	1219	3452	2191	4161	3203
GALP	7022	11279	6474	6387	5380	9560
ZSCAN5B	4472	6389	3851	2438	2416	4237
ZSCAN5CP	1767	2014	1257	1023	796	807
ZSCAN5A	309	420	248	66	177	111
AC006116.20	9051	5088	8538	3065	5847	3411
ZNF582	1274	921	750	677	434	840
ZNF583	3324	1885	2770	2065	1462	1983
ZNF667	1308	880	811	1619	1631	1282
ZNF471	798	499	1226	634	1177	983
ZFP28	1757	2174	1273	2342	1172	594
ZNF470	11072	3800	7180	3102	6495	2106
ZNF71	1526	3520	2114	3300	2487	2228
SMIM17	256	326	461	343	325	192
ZNF835	431	244	643	434	146	422
ZIM2	66	80	117	48	90	85
PEG3	7207	2983	9214	3581	3343	6439
USP29	2095	1103	1200	799	783	803
ZIM3	9377	13188	10619	10369	6360	8485
DUXA	2785	2401	6046	5415	2474	2692
ZNF264	6380	5977	1760	4187	3153	4831
AURKC	1289	1145	1596	311	1100	1162
ZNF805	4637	5899	2819	2288	5988	4217
ZNF460	10342	6203	2138	1035	6145	5950
ZNF543	1420	4046	4731	2634	3519	3413
ZNF304	3667	6173	5191	3522	4568	4890
ZNF547	71	100	85	40	80	92
TRAPPC2B	13642	17300	7104	8469	15013	11153
AC003002.4	2136	1291	4097	1645	1159	681
ZNF548	2505	1356	1267	2146	1024	2231
AC003002.6	335	187	163	218	167	352
AC004076.7	3826	4843	5821	5953	2095	4894
ZNF17	3249	3400	2880	931	2914	2454
ZNF749	1078	1264	3278	2460	2689	2445
AC004076.9	795	327	602	516	149	185
VN1R1	640	853	842	297	673	106
ZNF772	3396	7137	10885	8561	5752	3123
ZNF419	7799	8873	7641	8051	5608	4694
AC003005.4	4127	4088	2233	1377	3551	1974
ZNF773	2756	3009	2365	2955	2102	1392
ZNF549	4838	4527	3325	3474	6133	3647
ZNF550	8224	18107	16576	8138	4753	3517
ZNF416	738	454	964	491	472	399
ZIK1	222	38	173	151	80	46
ZNF530	143	64	103	53	130	49
ZNF134	1035	1750	1744	1333	1219	2346
ZNF211	4258	2683	883	2820	1253	1726
ZSCAN4	565	1448	1126	590	483	683
ZNF551	130	168	284	81	184	109
AC003006.7	9583	6706	4168	9362	7869	8356
ZNF154	415	267	667	209	647	325
ZNF671	1741	1799	2571	1719	1256	1498
ZNF776	9806	4085	16556	6095	14662	4319
ZNF586	349	366	205	302	307	105
ZNF552	854	334	316	269	318	260
CTD-2583A14.10	2300	3485	4515	1193	2416	1131
ZNF587B	4209	3085	2506	2377	4490	3461
ZNF814	948	693	963	536	774	1682
ZNF587	6120	8263	6822	6780	7416	2967
CTD-2583A14.9	1618	888	1158	1041	954	1296
ZNF417	2070	1574	2174	1250	1387	1095
ZNF418	18529	15094	11392	6094	2976	12191
ZNF256	1480	1799	1624	990	649	711
C19orf18	260	196	192	194	170	291
ZNF606	6887	11961	6236	4548	7422	5176
ZSCAN1	6507	6584	3630	8670	6257	3455
ZNF135	1054	906	126	318	734	403
ZSCAN18	3352	4149	2341	3218	1243	1942
ZNF329	1183	1431	531	569	556	548
ZNF274	2336	1911	1385	2174	2842	1729
ZNF544	109	52	224	69	107	209
CTD-3138B18.4	6533	7409	5762	5844	6196	5315
ZNF8	1687	1445	1015	1040	744	796
AC010642.1	983	1309	538	635	429	430
ERVK3-1	4543	1862	3033	2475	1267	1843
ZSCAN22	1544	3002	6589	2410	1437	3344
A1BG	4056	5097	2616	8385	4251	9942
ZNF497	6718	4225	3369	3323	2419	2840
ZNF837	1439	1278	2303	989	542	538
RPS5	6	5	6	15	7	3
RNF225	1210	1756	607	964	486	2429
ZNF584	3089	5844	1707	1220	2805	2519
ZNF132	1102	927	1841	1100	958	706
ZNF324B	320	467	276	313	326	247
ZNF324	2675	2916	2974	2130	979	1845
ZNF446	3297	1674	2465	2548	1354	1138
SLC27A5	962	1790	2410	1702	936	1032
ZBTB45	2603	2551	4858	5396	3669	1625
TRIM28	8810	8566	9430	7185	4051	5668
CHMP2A	2019	492	1854	1198	946	906
UBE2M	277	178	95	118	168	130
MZF1	1956	1037	1317	1539	1850	431
SRY	1228	789	1411	751	1053	1799
RPS4Y1	3308	3038	1677	3691	3643	1326
ZFY	1181	3445	5191	967	2878	3280
TGIF2LY	913	1255	1915	867	1121	915
PCDH11Y	265	224	228	176	295	250
TSPY2	1736	2536	2228	1191	1386	1993
AMELY	2734	6775	4199	4301	4036	3558
TBL1Y	1110	1218	1885	777	711	387
AC016991.1	1005	1563	1566	957	1526	882
AC009491.2	806	687	368	669	863	536
AC009491.1	459	648	600	239	326	176
TSPY4	1129	890	805	516	571	605
TSPY8	1663	1855	2114	1308	2320	1374
TSPY3	1397	2979	2079	1276	2327	929
TSPY1	1108	1902	3237	824	1527	802
TSPY10	582	1454	916	636	741	733
USP9Y	1801	896	1876	374	273	535
DDX3Y	2232	950	1817	1606	3348	1723
UTY	461	310	963	609	509	226
TMSB4Y	545	1568	1455	1269	1082	939
VCY	2438	1857	2997	1597	2079	1967
VCY1B	971	999	683	1022	800	1001
NLGN4Y	1963	5120	2363	1433	1131	1696
CDY2B	255	100	299	170	317	265
CDY2A	751	1107	521	612	703	666
HSFY1	8256	7900	18725	7550	11034	4411
HSFY2	716	2072	725	871	2274	1951
AC009977.1	4051	7363	5201	5331	2867	3842
KDM5D	667	750	798	1081	836	731
EIF1AY	925	1009	986	1023	1327	847
RPS4Y2	8219	13075	9060	13731	9423	12791
PRORY	2305	2607	2178	1760	1860	767
RBMY1B	8281	20449	11457	11296	11519	10168
RBMY1A1	6790	7641	7456	4973	2845	2917
RBMY1D	2311	1875	2514	3080	2205	1517
RBMY1E	212	552	278	426	252	279
PRY2	1136	1142	1056	1242	319	751
RBMY1F	1466	1593	2264	1929	2393	1557
RBMY1J	11485	15358	14086	8482	10631	6370
PRY	4852	3443	1844	2747	2440	3814
BPY2	6364	6643	4645	7326	8349	8896
DAZ1	36	17	58	36	10	5
DAZ2	2761	6058	4495	5331	5872	7760
CDY1B	2332	1480	2521	4092	1977	3141
AC012005.2	1182	1883	1639	726	2516	1266
AC012005.1	8460	4889	8046	3974	2905	3344
BPY2B	7266	7404	3248	5597	7203	2545
DAZ3	6829	6694	9926	4930	10062	4721
DAZ4	15216	3041	11446	4230	6587	4319
BPY2C	2601	2614	1205	2572	2186	1505
AC006386.1	187	194	177	153	118	94
AC006328.1	1014	783	1006	1021	703	1197
CDY1	2428	920	1885	3898	2608	1139
CU104787.1	4110	2888	1587	2219	1186	3473
BAGE5	3354	3139	5711	3701	1185	5221
OR11H1	2113	5541	2833	4156	2442	840
POTEH	2224	1998	1748	1318	1101	904
CCT8L2	468	599	337	225	266	196
XKR3	5045	5056	14036	3480	7637	5652
GAB4	1824	2314	1130	601	2647	535
IL17RA	298	510	502	533	164	304
CECR6	856	539	628	837	723	2057
CECR5	1184	1350	1396	953	494	980
CECR1	6443	3068	1616	3085	2042	1169
CECR2	3886	5892	5155	3355	3666	2816
SLC25A18	6452	5921	8643	1593	3666	4169
ATP6V1E1	6332	1867	2468	1632	2586	4021
BCL2L13	2606	2930	3602	2254	1700	3942
BID	8467	5702	7399	4796	1908	3655
MICAL3	920	980	638	340	606	578
PEX26	7459	8524	9463	11477	7480	12811
TUBA8	2484	2790	2478	2203	1728	4507
USP18	15	6	3	6	8	7
GGTLC3	120	133	61	107	61	83
TMEM191B	1474	533	1165	510	843	673
RIMBP3	4857	5239	3492	2083	1865	3197
DGCR6	5478	5199	7183	2227	1525	3315
PRODH	4948	2016	4121	3983	1830	3000
AC007326.1	192	283	218	251	383	252
DGCR2	4396	4007	3396	1725	1099	1316
DGCR14	7643	7157	8958	2796	6425	2963
TSSK2	2485	1573	971	714	961	1275
GSC2	7900	10162	13645	5598	5348	4022
SLC25A1	1466	3769	3159	2278	1964	1002
CLTCL1	1847	1851	2544	2484	1985	4019
HIRA	2101	3987	6677	1756	3407	1700
C22orf39	262	229	213	266	372	281
MRPL40	3249	2915	1166	1006	2452	1645
UFD1L	9037	7101	6556	8050	5443	4551
CDC45	16488	7444	6244	5760	6283	4890
CLDN5	10355	11352	5103	4200	5515	3179
SEPT5	68	120	160	53	58	125
GP1BB	295	403	373	203	236	192
TBX1	8790	6270	2969	3790	6269	5291
GNB1L	1858	595	2046	1277	1960	1440
C22orf29	4892	4774	2776	2313	1901	3215
TXNRD2	1171	1293	1429	1226	750	1742
COMT	419	1190	365	238	604	392
ARVCF	129	198	134	118	190	68
TANGO2	2316	2236	949	2424	2179	1731
DGCR8	2300	2103	4006	3035	3396	2886
TRMT2A	4027	2369	4076	3490	866	1601
RANBP1	3158	5970	5172	3084	1762	4944
ZDHHC8	191	83	136	151	44	176
